aar,fornavn,n,koen
1999,nukia,1,pige
1999,nuna,1,pige
1999,nur,2,pige
1999,nuray,1,pige
1999,nurcan,1,pige
1999,nurdjan,1,pige
1999,nure,1,pige
1999,nuriye,1,pige
1999,nursah,1,pige
1999,nurten,1,pige
1999,nusayba,1,pige
1999,nynne,23,pige
1999,nønne,1,pige
1999,ofelia,4,pige
1999,ola,1,pige
1999,olafia,1,pige
1999,olga,6,pige
1999,olina,1,pige
1999,oline,20,pige
1999,olivia,138,pige
1999,olivia-sofie,1,pige
1999,olla,1,pige
1999,oluwatoyin,1,pige
1999,olympia,1,pige
1999,omaima,1,pige
1999,omamah,1,pige
1999,omercevic,1,pige
1999,ophelia,2,pige
1999,oria,1,pige
1999,osarenomase,1,pige
1999,osmah,1,pige
1999,othilia,1,pige
1999,othilla,1,pige
1999,otilia,1,pige
1999,oumaima,2,pige
1999,oviya,1,pige
1999,ozlem,1,pige
1999,palma,1,pige
1999,paloma,1,pige
1999,palwasha,2,pige
1999,paola,1,pige
1999,paprika,4,pige
1999,pari,1,pige
1999,parisa,1,pige
1999,parmida,2,pige
1999,parmis,1,pige
1999,patol,1,pige
1999,patricia,38,pige
1999,patrizia,1,pige
1999,paula,8,pige
1999,paulina,1,pige
1999,pauline,14,pige
1999,payton,1,pige
1999,pegah,1,pige
1999,pelin,1,pige
1999,pellieschaff,1,pige
1999,penelope,1,pige
1999,penille,3,pige
1999,pennie,1,pige
1999,peri,1,pige
1999,perihan,1,pige
1999,perivan-nurhan,1,pige
1999,pernilla,2,pige
1999,pernille,195,pige
1999,petra,9,pige
1999,petrea,1,pige
1999,petricia,1,pige
1999,petrine,10,pige
1999,petrisia,1,pige
1999,philippa,6,pige
1999,phillippa,1,pige
1999,phoebe,1,pige
1999,phuong,2,pige
1999,pi,2,pige
1999,pia,10,pige
1999,pige,2,pige
1999,pil,8,pige
1999,pinar,4,pige
1999,pooja,1,pige
1999,popak,1,pige
1999,pradeepa,1,pige
1999,preethiga,1,pige
1999,prethi,1,pige
1999,priya,1,pige
1999,prthisa,1,pige
1999,puk,4,pige
1999,qendresa,3,pige
1999,qing,1,pige
1999,qingcai,1,pige
1999,quyen,1,pige
1999,quynh,1,pige
1999,raazan,1,pige
1999,rabana,1,pige
1999,rabea,1,pige
1999,rabia,8,pige
1999,rabiha,1,pige
1999,rabija,1,pige
1999,rabina,1,pige
1999,rachel,4,pige
1999,racwi,1,pige
1999,rafaela,1,pige
1999,rafiah,1,pige
1999,ragna,2,pige
1999,ragnhild,1,pige
1999,rahaab,1,pige
1999,rahel,1,pige
1999,rahgavi,1,pige
1999,rahime,1,pige
1999,rahma,5,pige
1999,rahmeh,1,pige
1999,rajan,1,pige
1999,rajjah,1,pige
1999,rakel,5,pige
1999,raksajini,1,pige
1999,ramia,1,pige
1999,ramla,6,pige
1999,rammiya,1,pige
1999,ramz,1,pige
1999,rana,1,pige
1999,ranagül,1,pige
1999,randi,7,pige
1999,ranea,1,pige
1999,rania,2,pige
1999,rannva,1,pige
1999,rasha,2,pige
1999,rasham,1,pige
1999,rasmine,5,pige
1999,rauan,1,pige
1999,raveena,1,pige
1999,ravza,1,pige
1999,rawan,2,pige
1999,rayaan,2,pige
1999,rayan,2,pige
1999,razan,1,pige
1999,rebecca,165,pige
1999,rebecka,3,pige
1999,rebekah,1,pige
1999,rebekka,55,pige
1999,reem,3,pige
1999,refika,1,pige
1999,regina,2,pige
1999,regine,2,pige
1999,regitse,3,pige
1999,regitze,32,pige
1999,reham,3,pige
1999,reja,1,pige
1999,rejab,1,pige
1999,remsha,1,pige
1999,remziye,1,pige
1999,renee,2,pige
1999,reshin,1,pige
1999,revathi,1,pige
1999,rexhije,1,pige
1999,reyhan,2,pige
1999,rhona,1,pige
1999,ria,1,pige
1999,ricka,1,pige
1999,rida,1,pige
1999,ridwan,2,pige
1999,rie,14,pige
1999,rigmor,5,pige
1999,rihab,1,pige
1999,rihan,1,pige
1999,rikke,266,pige
1999,rilinda,1,pige
1999,rim,1,pige
1999,rima,6,pige
1999,rimi,1,pige
1999,rimsha,1,pige
1999,rina,3,pige
1999,rio,1,pige
1999,rita,2,pige
1999,riva,1,pige
1999,rojda,1,pige
1999,rojya,1,pige
1999,rokaje,1,pige
1999,rola,2,pige
1999,romana,1,pige
1999,romansa-aleksandra,1,pige
1999,romina,1,pige
1999,rona,1,pige
1999,ronia,1,pige
1999,ronja,27,pige
1999,ronnie,1,pige
1999,rooda,1,pige
1999,rosa,42,pige
1999,rosaella,1,pige
1999,rosalia,1,pige
1999,rosalie,1,pige
1999,rosalina,3,pige
1999,rosaline,1,pige
1999,rosa-marie,1,pige
1999,rosaura,1,pige
1999,rose,23,pige
1999,rosemarie,6,pige
1999,rosie,1,pige
1999,rosilie,1,pige
1999,rosita,1,pige
1999,rosl,1,pige
1999,roula,1,pige
1999,rozarin,2,pige
1999,rozerin,5,pige
1999,rrezarta,1,pige
1999,rreze,1,pige
1999,rubika,1,pige
1999,ruby,1,pige
1999,ruhaa,1,pige
1999,rukaja,1,pige
1999,rukaya,1,pige
1999,rukiye,2,pige
1999,rumaan,1,pige
1999,rumei,1,pige
1999,rumeysa,2,pige
1999,runa,1,pige
1999,rusen,1,pige
1999,rusul,1,pige
1999,rut,1,pige
1999,ruta,1,pige
1999,ruth,2,pige
1999,ruun,1,pige
1999,ruvajda,1,pige
1999,ruveyda,1,pige
1999,ruweyda,1,pige
1999,rükiye,1,pige
1999,røskva,2,pige
1999,saamia,1,pige
1999,saara,2,pige
1999,saba,1,pige
1999,sabah,2,pige
1999,sabba,1,pige
1999,saberah,1,pige
1999,sabin,1,pige
1999,sabina,17,pige
1999,sabine,23,pige
1999,sabiriina,1,pige
1999,sabpiriya,1,pige
1999,sabreen,1,pige
1999,sabrin,5,pige
1999,sabrina,76,pige
1999,sabrine,2,pige
1999,sacha,10,pige
1999,sada,1,pige
1999,sadaf,2,pige
1999,sadia,2,pige
1999,sadimah,1,pige
1999,sadio,1,pige
1999,sadiqa,1,pige
1999,safa,3,pige
1999,safeera,1,pige
1999,saffa,1,pige
1999,saffura,1,pige
1999,safia,4,pige
1999,safina,1,pige
1999,safiya,4,pige
1999,safiyo,1,pige
1999,saga,1,pige
1999,sagal,2,pige
1999,sahaam,1,pige
1999,sahana,1,pige
1999,sahar,6,pige
1999,saher,1,pige
1999,sahr,1,pige
1999,sahra,8,pige
1999,sahro,1,pige
1999,saida,1,pige
1999,saija,1,pige
1999,saima,2,pige
1999,saime,1,pige
1999,saja,5,pige
1999,sala,1,pige
1999,salama,1,pige
1999,saleha,1,pige
1999,sali,3,pige
1999,saliha,2,pige
1999,salima,1,pige
1999,salke,1,pige
1999,salli,4,pige
1999,sally,22,pige
1999,salma,12,pige
1999,salsabil,2,pige
1999,salwa,4,pige
1999,sam,1,pige
1999,sama,2,pige
1999,samah,2,pige
1999,saman,1,pige
1999,samanta,1,pige
1999,samantha,8,pige
1999,samar,2,pige
1999,samavia,1,pige
1999,sameha,1,pige
1999,samehra,1,pige
1999,samia,6,pige
1999,samiha,1,pige
1999,samiira,1,pige
1999,samiiro,1,pige
1999,samina,2,pige
1999,samira,12,pige
1999,samiya,1,pige
1999,samman,2,pige
1999,sammy,1,pige
1999,samsam,1,pige
1999,sana,6,pige
1999,sanaa,5,pige
1999,sanae,1,pige
1999,sanah,1,pige
1999,sanaz,1,pige
1999,sandie,11,pige
1999,sandie-malene,1,pige
1999,sandra,117,pige
1999,sandy,2,pige
1999,sanela,1,pige
1999,sania,3,pige
1999,saniah,1,pige
1999,sanize,1,pige
1999,sanja,2,pige
1999,sanjmi,1,pige
1999,sankary,1,pige
1999,sanna,3,pige
1999,sannah,1,pige
1999,sanne,28,pige
1999,sanni,2,pige
1999,sannie,1,pige
1999,sanskriti,1,pige
1999,sanvir,1,pige
1999,saphir,1,pige
1999,sara,407,pige
1999,sarah,446,pige
1999,sarah-camille,1,pige
1999,sarah-louise,1,pige
1999,sarah-sofie,2,pige
1999,sara-louise,1,pige
1999,sara-marie,2,pige
1999,saranda,1,pige
1999,sarangi,1,pige
1999,sara-nikita,1,pige
1999,sara-sofie,2,pige
1999,sare,1,pige
1999,sari,4,pige
1999,sarina,3,pige
1999,sascha,28,pige
1999,sasha,23,pige
1999,sashja,1,pige
1999,sasia,3,pige
1999,sasja,11,pige
1999,saskia,1,pige
1999,saujanna,1,pige
1999,savannah,6,pige
1999,sawda,1,pige
1999,saya,1,pige
1999,saynab,1,pige
1999,schanne,1,pige
1999,sebine,2,pige
1999,sebrina,1,pige
1999,seda,2,pige
1999,sedef,1,pige
1999,seeran,1,pige
1999,sefa,3,pige
1999,seham,1,pige
1999,seher,3,pige
1999,sejla,1,pige
1999,selam,1,pige
1999,selda,2,pige
1999,selin,7,pige
1999,selina,10,pige
1999,seline,5,pige
1999,selle,1,pige
1999,selma,38,pige
1999,selvi,1,pige
1999,semina,1,pige
1999,semine,1,pige
1999,semira,1,pige
1999,sena,2,pige
1999,sendi,1,pige
1999,senia,1,pige
1999,senna,2,pige
1999,seo,1,pige
1999,seren,1,pige
1999,se-ri,1,pige
1999,serife,1,pige
1999,serine,1,pige
1999,serpil,1,pige
1999,servan,1,pige
1999,serve,1,pige
1999,seval,2,pige
1999,sevar,1,pige
1999,severine,1,pige
1999,sevgi,2,pige
1999,sevil,1,pige
1999,sevim,1,pige
1999,sevval,2,pige
1999,sewa,1,pige
1999,sewar,1,pige
1999,seyma,3,pige
1999,seymanur,1,pige
1999,sezen,1,pige
1999,shaado,1,pige
1999,shaaumiga,1,pige
1999,shafak,1,pige
1999,shagana,1,pige
1999,shagenthy,1,pige
1999,shahad,3,pige
1999,shahd,1,pige
1999,shaheeda,1,pige
1999,shahen,1,pige
1999,shahtaj,1,pige
1999,shaie,1,pige
1999,shaima,4,pige
1999,shalini,2,pige
1999,shamayel,1,pige
1999,shamima,1,pige
1999,shams,1,pige
1999,shamsal,1,pige
1999,shangary,1,pige
1999,shania,5,pige
1999,shanne,1,pige
1999,shannie,3,pige
1999,shannon,1,pige
1999,shantel,1,pige
1999,shantha,1,pige
1999,shanthiya,1,pige
1999,sharanga,1,pige
1999,sharanya,1,pige
1999,sharda,1,pige
1999,shari,2,pige
1999,sharokina,1,pige
1999,sharomi,1,pige
1999,sharon,3,pige
1999,sharuje,1,pige
1999,shaumia,1,pige
1999,shavin,1,pige
1999,shavina,1,pige
1999,shawen,1,pige
1999,shayma,1,pige
1999,shaza,1,pige
1999,sheena,1,pige
1999,sheila,7,pige
1999,shekeba,1,pige
1999,shelana,1,pige
1999,sherica,1,pige
1999,sherin,3,pige
1999,sheyma,1,pige
1999,shila,3,pige
1999,shilan,1,pige
1999,shima,1,pige
1999,shira,1,pige
1999,shirley,1,pige
1999,shiromi,1,pige
1999,shiva,1,pige
1999,shkurte,1,pige
1999,shobana,1,pige
1999,shoumiya,1,pige
1999,shqipe,1,pige
1999,shukri,1,pige
1999,shynthavi,1,pige
1999,sia,6,pige
1999,sian,1,pige
1999,sibel,3,pige
1999,sicha,1,pige
1999,sidra,1,pige
1999,sidrah,1,pige
1999,sidse,32,pige
1999,sidsel,37,pige
1999,sif,27,pige
1999,siff,9,pige
1999,sigga,1,pige
1999,signe,352,pige
1999,signe-sofie,1,pige
1999,sigrid,36,pige
1999,sigridur,1,pige
1999,sigurlaug,1,pige
1999,sihaam,1,pige
1999,siham,3,pige
1999,sila,3,pige
1999,silan,2,pige
1999,silja,20,pige
1999,silje,31,pige
1999,silke,34,pige
1999,silke-maia,1,pige
1999,silla,3,pige
1999,sille,104,pige
1999,silvia,3,pige
1999,sima,2,pige
1999,simge,1,pige
1999,simona,7,pige
1999,simone,280,pige
1999,simonie,1,pige
1999,simran,3,pige
1999,sina,1,pige
1999,sindi,1,pige
1999,sindy,2,pige
1999,sine,37,pige
1999,sinead,1,pige
1999,sinem,6,pige
1999,sinne,1,pige
1999,sira,2,pige
1999,siri,8,pige
1999,siri-anna,1,pige
1999,sirid,3,pige
1999,sirin,1,pige
1999,sise,1,pige
1999,sisse,22,pige
1999,sissel,28,pige
1999,sita,2,pige
1999,siv,10,pige
1999,sivagini,1,pige
1999,siw,9,pige
1999,sjanne,1,pige
1999,sjasmin,1,pige
1999,slada,1,pige
1999,smaranta,1,pige
1999,smilla,10,pige
1999,snezana,1,pige
1999,snædis,1,pige
1999,sobia,1,pige
1999,soffia,1,pige
1999,sofia,69,pige
1999,sofie,785,pige
1999,sofie-amalie,4,pige
1999,sofie-frederikke,1,pige
1999,sofie-louise,2,pige
1999,sofie-marie,2,pige
1999,sofija,1,pige
1999,sofine,1,pige
1999,sohini,1,pige
1999,sol,1,pige
1999,solbjørg,1,pige
1999,solbjørk,1,pige
1999,solin,1,pige
1999,solja,1,pige
1999,solveig,7,pige
1999,solvej,4,pige
1999,solvejg,1,pige
1999,soma,2,pige
1999,sondus,1,pige
1999,songül,1,pige
1999,sonia,3,pige
1999,sonja,6,pige
1999,sonya,1,pige
1999,sophia,48,pige
1999,sophie,103,pige
1999,sophie-amalie,1,pige
1999,sorraya,1,pige
1999,souad,1,pige
1999,souhur,1,pige
1999,soumia,1,pige
1999,souzanne,1,pige
1999,sparghi,1,pige
1999,srimayi,1,pige
1999,stabrakh,1,pige
1999,stacia,1,pige
1999,stanja,1,pige
1999,stasia,1,pige
1999,stefani,2,pige
1999,stefanie,15,pige
1999,steffani,2,pige
1999,steffanie,9,pige
1999,steffi,1,pige
1999,steffie,1,pige
1999,stella,13,pige
1999,stephanie,45,pige
1999,stina,7,pige
1999,stine,250,pige
1999,stinna,6,pige
1999,stinne,12,pige
1999,suad,4,pige
1999,suado,1,pige
1999,subera,1,pige
1999,subyed,1,pige
1999,sucaado,1,pige
1999,sucad,1,pige
1999,suhair,1,pige
1999,suheila,1,pige
1999,suhra,1,pige
1999,suhuur,1,pige
1999,sukaena,1,pige
1999,sukhman,1,pige
1999,sule,1,pige
1999,sultan,3,pige
1999,sumaia,1,pige
1999,sumaira,1,pige
1999,suman,1,pige
1999,sumaya,4,pige
1999,sumayah,1,pige
1999,sumbal,1,pige
1999,sumeya,1,pige
1999,sumeyya,1,pige
1999,sumeyye,1,pige
1999,sumiya,1,pige
1999,summaya,1,pige
1999,summer,1,pige
1999,sunakshi,1,pige
1999,sundas,1,pige
1999,sundos,1,pige
1999,sundus,4,pige
1999,sunena,1,pige
1999,suraya,1,pige
1999,surreyya,1,pige
1999,susan,5,pige
1999,susanna,5,pige
1999,susanne,8,pige
1999,susie,1,pige
1999,sussie,1,pige
1999,suvethika,1,pige
1999,suzan,2,pige
1999,suzann,1,pige
1999,suzanne,1,pige
1999,suzy,1,pige
1999,svea,1,pige
1999,syeda,2,pige
1999,süheda,2,pige
1999,sümeyra,2,pige
1999,sümeyya,1,pige
1999,synne,2,pige
1999,synnøve,1,pige
1999,sørine,4,pige
1999,søs,2,pige
1999,tabita,3,pige
1999,taja,1,pige
1999,tala,1,pige
1999,talli,1,pige
1999,tam,1,pige
1999,tamana,1,pige
1999,tamara,1,pige
1999,tami,1,pige
1999,tamica,1,pige
1999,tammi,1,pige
1999,tammie,1,pige
1999,tania,5,pige
1999,tanisha,1,pige
1999,tanja,46,pige
1999,tanjadar,1,pige
1999,tanne,3,pige
1999,tanya,7,pige
1999,tara,3,pige
1999,tarana,1,pige
1999,taro,1,pige
1999,tascha,3,pige
1999,tasha,1,pige
1999,tasia,1,pige
1999,tasja,9,pige
1999,tasnem,1,pige
1999,tasnim,2,pige
1999,tatiana,6,pige
1999,tatjana,3,pige
1999,tatum,1,pige
1999,tatyan,1,pige
1999,taylor,1,pige
1999,tea,17,pige
1999,teddy,1,pige
1999,teffany,1,pige
1999,tehleel,1,pige
1999,tejasvi,1,pige
1999,tekla,1,pige
1999,temima,1,pige
1999,tenna,19,pige
1999,teodora,1,pige
1999,teresa,9,pige
1999,terese,12,pige
1999,teressa,1,pige
1999,terne,1,pige
1999,tesnim,1,pige
1999,tess,3,pige
1999,tessa,7,pige
1999,teuta,2,pige
1999,thaarapi,1,pige
1999,thala,1,pige
1999,thamara,1,pige
1999,thanh,2,pige
1999,thanushikha,1,pige
1999,thao,1,pige
1999,tharntip,1,pige
1999,tharshiga,1,pige
1999,thayana,1,pige
1999,thea,169,pige
1999,thea-cecilie,1,pige
1999,theebiga,1,pige
1999,theline,1,pige
1999,theniga,1,pige
1999,theodora,1,pige
1999,thera,1,pige
1999,theresa,25,pige
1999,therese,42,pige
1999,thereza,1,pige
1999,thessa,1,pige
1999,thi,2,pige
1999,thilde,20,pige
1999,thine,1,pige
1999,thit,8,pige
1999,thoa,1,pige
1999,thora,3,pige
1999,thu,1,pige
1999,thulazcika,1,pige
1999,thuy,3,pige
1999,tia,5,pige
1999,tiana,3,pige
1999,tida,1,pige
1999,tiffany,7,pige
1999,tijana,2,pige
1999,tilde,27,pige
1999,tilia,1,pige
1999,tille,1,pige
1999,time,1,pige
1999,timian,1,pige
1999,tina,28,pige
1999,tine,20,pige
1999,ting,1,pige
1999,tinna,1,pige
1999,titania,1,pige
1999,tone,3,pige
1999,tong,1,pige
1999,toni,1,pige
1999,tonja,4,pige
1999,tonje,2,pige
1999,tora,1,pige
1999,tordis,1,pige
1999,torhildur,1,pige
1999,tove,2,pige
1999,tricia,2,pige
1999,trille,1,pige
1999,trine,153,pige
1999,trisia,1,pige
1999,trisse,1,pige
1999,triveni,1,pige
1999,tu,1,pige
1999,tuba,2,pige
1999,tugba,3,pige
1999,tugbanur,1,pige
1999,tugce,4,pige
1999,tuka,1,pige
1999,tula,1,pige
1999,tulieca,1,pige
1999,tusnelda,1,pige
1999,tuyet-nhi,1,pige
1999,ugbaad,1,pige
1999,ulla,1,pige
1999,ulrika,3,pige
1999,ulrikka,1,pige
1999,ulrikke,19,pige
1999,um,1,pige
1999,um-albeneen,1,pige
1999,umama,1,pige
1999,umema,1,pige
1999,una,2,pige
1999,ursula,1,pige
1999,ushna,1,pige
1999,uzma,2,pige
1999,valan,1,pige
1999,valentina,2,pige
1999,valeria,1,pige
1999,valerie,1,pige
1999,valla,1,pige
1999,valmira,2,pige
1999,vandana,1,pige
1999,vanesa,2,pige
1999,vanessa,19,pige
1999,vanilla,3,pige
1999,vanyah,1,pige
1999,vasfije,1,pige
1999,vasyah,1,pige
1999,vaxhide,1,pige
1999,venke,1,pige
1999,venus,1,pige
1999,vera,10,pige
1999,veronica,12,pige
1999,veronika,12,pige
1999,veveadtha,1,pige
1999,vi,4,pige
1999,vibe,13,pige
1999,vibeke,8,pige
1999,vicki,6,pige
1999,vickie,3,pige
1999,vicky,2,pige
1999,victoria,195,pige
1999,vigdis,1,pige
1999,vigga,1,pige
1999,vikki,1,pige
1999,viktoria,37,pige
1999,viktorie,1,pige
1999,viktorija,2,pige
1999,vilma,2,pige
1999,vina,2,pige
1999,vinni,2,pige
1999,vinnie,1,pige
1999,vinous,1,pige
1999,viola,7,pige
1999,violeta,2,pige
1999,viora,1,pige
1999,vita,1,pige
1999,vithiya,1,pige
1999,vithusha,1,pige
1999,vitunaa,1,pige
1999,vivi,6,pige
1999,vivian,3,pige
1999,vivyan,1,pige
1999,viyan,1,pige
1999,viyansini,1,pige
1999,vlora,3,pige
1999,wafaa,1,pige
1999,waffaa,1,pige
1999,wajeeha,1,pige
1999,walaa,1,pige
1999,warda,1,pige
1999,warsan,1,pige
1999,watanya,1,pige
1999,watfa,1,pige
1999,weam,1,pige
1999,weilin,1,pige
1999,wen,1,pige
1999,wendy,2,pige
1999,wenquan,1,pige
1999,widad,3,pige
1999,wilma,2,pige
1999,winni,1,pige
1999,winnie,9,pige
1999,winta,1,pige
1999,wurud,1,pige
1999,xafsa,2,pige
1999,xanna,1,pige
1999,xenia,15,pige
1999,xezal,1,pige
1999,xia,1,pige
1999,xiaoying,1,pige
1999,xing,1,pige
1999,yalda,1,pige
1999,yaren,4,pige
1999,yasemin,15,pige
1999,yasmeen,1,pige
1999,yasmiin,1,pige
1999,yasmin,55,pige
1999,yasmina,3,pige
1999,yasmine,5,pige
1999,yasmin-nadia,1,pige
1999,yazmin,2,pige
1999,yeliz,1,pige
1999,yen,1,pige
1999,yeter,1,pige
1999,ying,1,pige
1999,ümmü,1,pige
1999,ümmügülsüm,1,pige
1999,yolanda,1,pige
1999,yonca,1,pige
1999,yuan,1,pige
1999,yuanxin,1,pige
1999,yuki,1,pige
1999,yusra,3,pige
1999,zabrina,2,pige
1999,zahall,1,pige
1999,zahava,1,pige
1999,zahra,18,pige
1999,zahraa,7,pige
1999,zaina,1,pige
1999,zainab,15,pige
1999,zala,1,pige
1999,zalina,1,pige
1999,zalla,1,pige
1999,zamzam,1,pige
1999,zana,2,pige
1999,zandra,3,pige
1999,zanfina,1,pige
1999,zara,10,pige
1999,zarah,3,pige
1999,zarina,1,pige
1999,zarmina,1,pige
1999,zaryab,1,pige
1999,zaynab,1,pige
1999,zeenat,1,pige
1999,zeeniya,1,pige
1999,zehra,6,pige
1999,zeina,1,pige
1999,zeinab,7,pige
1999,zeineb,1,pige
1999,zejneb,2,pige
1999,zelda,1,pige
1999,zeleste,1,pige
1999,zelia,1,pige
1999,zeliha,4,pige
1999,zelina,2,pige
1999,zenab,2,pige
1999,zenaw,1,pige
1999,zeneb,1,pige
1999,zenia,16,pige
1999,zenna,1,pige
1999,zenta,1,pige
1999,zerina,1,pige
1999,zeyneb,1,pige
1999,zeynep,7,pige
1999,zia,1,pige
1999,zickan,1,pige
1999,zieneb,1,pige
1999,zihan,1,pige
1999,zilan,3,pige
1999,zilke,3,pige
1999,zilla,1,pige
1999,zille,3,pige
1999,zina,1,pige
1999,zine,1,pige
1999,zira,1,pige
1999,zita,1,pige
1999,zjassmin,1,pige
1999,zoe,6,pige
1999,zoya,1,pige
1999,zoyaa,1,pige
1999,zubariya,1,pige
1999,zubeyde,1,pige
1999,zulekhn,1,pige
1999,zøhre,1,pige
1999,øzden,1,pige
1999,øzge,2,pige
1999,øzlem,1,pige
1999,øznur,1,pige
1999,åse,1,pige
2000,aali,1,pige
2000,aalia,1,pige
2000,aathithiya,1,pige
2000,aayat,1,pige
2000,abia,1,pige
2000,abida,1,pige
2000,abigail,1,pige
2000,abigail-megan,1,pige
2000,abina,1,pige
2000,abirami,1,pige
2000,abiramy,1,pige
2000,abisha,1,pige
2000,abrar,1,pige
2000,ada,3,pige
2000,adari,1,pige
2000,adda,1,pige
2000,adela,1,pige
2000,adele,3,pige
2000,adelina,2,pige
2000,adelisa,1,pige
2000,adia-matouba,1,pige
2000,adina,3,pige
2000,adisa,2,pige
2000,admira,1,pige
2000,adna,4,pige
2000,adriana,3,pige
2000,adriana-adise,1,pige
2000,adriane,1,pige
2000,aeman,1,pige
2000,afreen,1,pige
2000,agla,1,pige
2000,agnes,54,pige
2000,agnesa,1,pige
2000,agnete,27,pige
2000,agnethe,15,pige
2000,ahla,1,pige
2000,ai,1,pige
2000,aia,4,pige
2000,aiah,1,pige
2000,aida,6,pige
2000,aiesha,1,pige
2000,aila,3,pige
2000,aimah,1,pige
2000,aimee,3,pige
2000,aimen,1,pige
2000,aimi,1,pige
2000,aimmah,1,pige
2000,aino,1,pige
2000,aisa,1,pige
2000,aisha,19,pige
2000,aisho,1,pige
2000,aissatou,1,pige
2000,aisviga,1,pige
2000,aiya,1,pige
2000,aiza,3,pige
2000,aja,8,pige
2000,ajaa,1,pige
2000,ajah,4,pige
2000,ajat,1,pige
2000,ajla,5,pige
2000,ajlar,1,pige
2000,ajshe,1,pige
2000,akacia,1,pige
2000,akanksha,1,pige
2000,akashdip,1,pige
2000,akchaja,1,pige
2000,akina,1,pige
2000,aksa,1,pige
2000,ala,1,pige
2000,alaa,5,pige
2000,alannah,1,pige
2000,alanud,1,pige
2000,alanur,1,pige
2000,alaualiman,1,pige
2000,alba,11,pige
2000,alberta,1,pige
2000,alberte,266,pige
2000,alberthe,5,pige
2000,albina,4,pige
2000,alda,1,pige
2000,aldina,1,pige
2000,aldis,1,pige
2000,aleia,1,pige
2000,alejna,1,pige
2000,aleksandra,3,pige
2000,alena,1,pige
2000,aleta,1,pige
2000,alev,1,pige
2000,alexandra,21,pige
2000,alexandra-christina,1,pige
2000,alexandrine,1,pige
2000,alexia,4,pige
2000,alexsandra,1,pige
2000,aleyna,5,pige
2000,aleyna-derya,1,pige
2000,alfheidur,1,pige
2000,alfrida,2,pige
2000,alia,1,pige
2000,aliaa,1,pige
2000,alice,8,pige
2000,alicia,6,pige
2000,alifia,1,pige
2000,alina,4,pige
2000,alisa,1,pige
2000,alisha,2,pige
2000,alison,1,pige
2000,aliyah,1,pige
2000,alizia,1,pige
2000,alla,2,pige
2000,allison,1,pige
2000,ally-ana,1,pige
2000,allysa,1,pige
2000,alma,40,pige
2000,almas,1,pige
2000,almina,1,pige
2000,alpha,1,pige
2000,altijana,1,pige
2000,altina,1,pige
2000,altun,1,pige
2000,alva,3,pige
2000,alvilda,4,pige
2000,alvilde,2,pige
2000,amaan,1,pige
2000,amal,17,pige
2000,amalia,4,pige
2000,amalie,522,pige
2000,amamda,1,pige
2000,amanda,217,pige
2000,amanda-emilia,1,pige
2000,amani,6,pige
2000,amar,5,pige
2000,amathaya,1,pige
2000,amber,3,pige
2000,ameena,1,pige
2000,amel,1,pige
2000,amela,3,pige
2000,amelia,6,pige
2000,amen,1,pige
2000,amena,1,pige
2000,amenah,1,pige
2000,amina,17,pige
2000,amine,3,pige
2000,amira,11,pige
2000,amirah,1,pige
2000,ammar,1,pige
2000,amna,4,pige
2000,amra,1,pige
2000,amran,2,pige
2000,amrit,2,pige
2000,amy,7,pige
2000,amy-jean,1,pige
2000,ana,2,pige
2000,anab,1,pige
2000,anabell,1,pige
2000,anam,2,pige
2000,ananda,2,pige
2000,anandah,1,pige
2000,anastasia,10,pige
2000,anastasija,2,pige
2000,anci,1,pige
2000,andela,2,pige
2000,andjela,1,pige
2000,andrea,137,pige
2000,andrijana,1,pige
2000,ane,22,pige
2000,anea,1,pige
2000,ane-kathrine,1,pige
2000,ane-lie,1,pige
2000,anellika,1,pige
2000,anemone,6,pige
2000,ane-sofie,1,pige
2000,anette,6,pige
2000,angela,5,pige
2000,angelica,5,pige
2000,angelina,3,pige
2000,anh,2,pige
2000,ania,1,pige
2000,anicha,1,pige
2000,anida,1,pige
2000,anika,18,pige
2000,anina,1,pige
2000,anine,5,pige
2000,anine-petrea,1,pige
2000,anisa,8,pige
2000,anisia,1,pige
2000,anissa,1,pige
2000,anita,19,pige
2000,anitha,1,pige
2000,anitta,2,pige
2000,anja,25,pige
2000,anjali,1,pige
2000,ankie,1,pige
2000,ann,16,pige
2000,anna,635,pige
2000,annabell,7,pige
2000,annabella,3,pige
2000,annabelle,3,pige
2000,anna-carina,1,pige
2000,anna-catrine,1,pige
2000,anna-elisabeth,1,pige
2000,anna-emilie,1,pige
2000,annafie,1,pige
2000,annah,1,pige
2000,anna-ida,3,pige
2000,anna-katharina,1,pige
2000,anna-kathrine,2,pige
2000,anna-katrina,1,pige
2000,annalea,1,pige
2000,annalina,1,pige
2000,anna-louise,2,pige
2000,anna-maria,1,pige
2000,anna-sofia,1,pige
2000,anna-sofie,5,pige
2000,annasofie,3,pige
2000,anna-sophie,2,pige
2000,annastasia,1,pige
2000,ann-cathrin,1,pige
2000,ann-cathrine,2,pige
2000,ann-charlotte,1,pige
2000,anne,346,pige
2000,annebel,1,pige
2000,anne-cathrine,3,pige
2000,anne-cecilie,1,pige
2000,anne-christine,2,pige
2000,annedorthe,1,pige
2000,annejulie,1,pige
2000,annekarina,1,pige
2000,anne-kathrine,6,pige
2000,anne-katrine,2,pige
2000,anneken,1,pige
2000,annekristine,1,pige
2000,anne-lene,1,pige
2000,annelie,1,pige
2000,anne-line,1,pige
2000,anneline,2,pige
