aar,fornavn,n,koen
1985,aage,1,dreng
1985,aaron,2,dreng
1985,abdelbadia,1,dreng
1985,abdelhak,1,dreng
1985,abdelouali,1,dreng
1985,abderrahim,1,dreng
1985,abdul,1,dreng
1985,abdul-karim,1,dreng
1985,abdullah,1,dreng
1985,abid,1,dreng
1985,abir,1,dreng
1985,adam,45,dreng
1985,adonis,1,dreng
1985,adrian,2,dreng
1985,agner,1,dreng
1985,ahmad,3,dreng
1985,ahmed,2,dreng
1985,akim,1,dreng
1985,akram,1,dreng
1985,aksel,6,dreng
1985,alain,1,dreng
1985,alan,7,dreng
1985,albert,3,dreng
1985,alec,2,dreng
1985,aleksandar,1,dreng
1985,aleksander,3,dreng
1985,alex,51,dreng
1985,alexander,65,dreng
1985,alexandre,1,dreng
1985,alexandro,1,dreng
1985,alf,1,dreng
1985,alfred,5,dreng
1985,ali,12,dreng
1985,allan,194,dreng
1985,alvaro,1,dreng
1985,alvin,1,dreng
1985,amal,1,dreng
1985,ami,1,dreng
1985,amier,1,dreng
1985,amiin,1,dreng
1985,amin,2,dreng
1985,amitai,1,dreng
1985,anda,1,dreng
1985,anders,787,dreng
1985,anders-emil,1,dreng
1985,anders-peter,1,dreng
1985,andi,3,dreng
1985,andre,16,dreng
1985,andré,11,dreng
1985,andrea,1,dreng
1985,andreas,322,dreng
1985,andre's,1,dreng
1985,andres,3,dreng
1985,andrew,1,dreng
1985,andy,6,dreng
1985,angelo,1,dreng
1985,angunguaq,1,dreng
1985,anker,3,dreng
1985,anthon,1,dreng
1985,anton,17,dreng
1985,antti,1,dreng
1985,anwarul,1,dreng
1985,aqqalu,1,dreng
1985,aram,1,dreng
1985,arild,1,dreng
1985,arman,1,dreng
1985,armann,1,dreng
1985,arnbjøen,1,dreng
1985,arne,2,dreng
1985,arni,1,dreng
1985,arnon,1,dreng
1985,aron,4,dreng
1985,arqalo,1,dreng
1985,arthur,1,dreng
1985,arvid,1,dreng
1985,asbjørn,25,dreng
1985,asge,1,dreng
1985,asger,36,dreng
1985,asif,2,dreng
1985,asjad,1,dreng
1985,ask,10,dreng
1985,aske,21,dreng
1985,asker,5,dreng
1985,aslak,1,dreng
1985,asmund,2,dreng
1985,asmus,5,dreng
1985,asser,2,dreng
1985,atif,1,dreng
1985,atrin,1,dreng
1985,august,2,dreng
1985,axel,3,dreng
1985,ayaz,1,dreng
1985,ayman,1,dreng
1985,babak,1,dreng
1985,bachir,1,dreng
1985,balal,2,dreng
1985,bardur,1,dreng
1985,barkat,1,dreng
1985,bashir,1,dreng
1985,basil,1,dreng
1985,bassam,1,dreng
1985,bassem,1,dreng
1985,bastian,10,dreng
1985,bayramali,1,dreng
1985,behnam,2,dreng
1985,behruz,2,dreng
1985,belal,1,dreng
1985,ben,2,dreng
1985,bendt,2,dreng
1985,benjamin,109,dreng
1985,benn,1,dreng
1985,benni,3,dreng
1985,benno,1,dreng
1985,benny,21,dreng
1985,bent,7,dreng
1985,benvi,1,dreng
1985,benyamin,1,dreng
1985,bernd,2,dreng
1985,bernhard,2,dreng
1985,bernly,1,dreng
1985,bertil,2,dreng
1985,bertram,2,dreng
1985,beytullaah,1,dreng
1985,bilal,2,dreng
1985,bill,5,dreng
1985,billy,1,dreng
1985,birger,3,dreng
1985,birk,7,dreng
1985,birni,1,dreng
1985,bivar,1,dreng
1985,bjarke,105,dreng
1985,bjarne,38,dreng
1985,bjerke,1,dreng
1985,bjerne,1,dreng
1985,bjørk,3,dreng
1985,bjørn,99,dreng
1985,bo,98,dreng
1985,bob,5,dreng
1985,bobak,1,dreng
1985,bobby,2,dreng
1985,boe,1,dreng
1985,bogi,2,dreng
1985,bohart,1,dreng
1985,bojan,1,dreng
1985,boje,2,dreng
1985,bora,1,dreng
1985,boris,1,dreng
1985,boye,1,dreng
1985,brian,325,dreng
1985,briani,1,dreng
1985,bruno,4,dreng
1985,bryne,1,dreng
1985,bryno,1,dreng
1985,bue,5,dreng
1985,bugvi,1,dreng
1985,burt,1,dreng
1985,buster,6,dreng
1985,carl,6,dreng
1985,carl-johan,1,dreng
1985,carsten,110,dreng
1985,carthage-cesare',1,dreng
1985,caspar,12,dreng
1985,casper,349,dreng
1985,cato,2,dreng
1985,cenneth,1,dreng
1985,chadri,1,dreng
1985,chano,5,dreng
1985,charles,1,dreng
1985,charley,1,dreng
1985,charlie,13,dreng
1985,chresten,2,dreng
1985,chris,49,dreng
1985,christan,1,dreng
1985,christen,3,dreng
1985,christer,3,dreng
1985,christian,735,dreng
1985,christiern,1,dreng
1985,christoffer,77,dreng
1985,christoph,2,dreng
1985,christopher,28,dreng
1985,christos,1,dreng
1985,chritoffer,1,dreng
1985,claes,11,dreng
1985,clark,1,dreng
1985,claus,170,dreng
1985,claus-henning,1,dreng
1985,claus-peter,1,dreng
1985,clemen,1,dreng
1985,cliff,3,dreng
1985,corfitz,1,dreng
1985,cuong,1,dreng
1985,dag,1,dreng
1985,dan,125,dreng
1985,dani,1,dreng
1985,daniel,543,dreng
1985,daniell,1,dreng
1985,danilo,1,dreng
1985,dann,2,dreng
1985,danni,94,dreng
1985,dannie,10,dreng
1985,danny,104,dreng
1985,dany,1,dreng
1985,danyal,1,dreng
1985,daud,1,dreng
1985,david,154,dreng
1985,dean,5,dreng
1985,dejan,1,dreng
1985,denis,11,dreng
1985,deniz,5,dreng
1985,denni,1,dreng
1985,dennis,481,dreng
1985,denniz,1,dreng
1985,denny,3,dreng
1985,dharsan,1,dreng
1985,diego,1,dreng
1985,dilprit,1,dreng
1985,dimitri,1,dreng
1985,dimitris,1,dreng
1985,dinatreh,1,dreng
1985,dinny,1,dreng
1985,dion,7,dreng
1985,dirch,1,dreng
1985,ditlev,3,dreng
1985,don,1,dreng
1985,drees,1,dreng
1985,dres,1,dreng
1985,duc,1,dreng
1985,ebbe,6,dreng
1985,eddie,2,dreng
1985,edi,1,dreng
1985,edis,1,dreng
1985,edmondo,1,dreng
1985,edward,1,dreng
1985,ege,1,dreng
1985,egin,1,dreng
1985,eigil,2,dreng
1985,eik,1,dreng
1985,eilif,2,dreng
1985,einar,3,dreng
1985,eino,2,dreng
1985,eitan,1,dreng
1985,ejgil,1,dreng
1985,ejnar,3,dreng
1985,ejvin,1,dreng
1985,ekrem,1,dreng
1985,eleftherios,1,dreng
1985,eli,1,dreng
1985,elias,4,dreng
1985,elo,1,dreng
1985,emad,1,dreng
1985,emiel,1,dreng
1985,emil,184,dreng
1985,emrullah,1,dreng
1985,engin,2,dreng
1985,enno,1,dreng
1985,eno,1,dreng
1985,eral,1,dreng
1985,eran,1,dreng
1985,erasmus,1,dreng
1985,ercan,1,dreng
1985,erdal,1,dreng
1985,erge,1,dreng
1985,eric,1,dreng
1985,erik,52,dreng
1985,erkan,1,dreng
1985,ernst,2,dreng
1985,esben,86,dreng
1985,esbern,2,dreng
1985,esbjørn,1,dreng
1985,eske,1,dreng
1985,eskil,2,dreng
1985,eskild,1,dreng
1985,esper,1,dreng
1985,evald,1,dreng
1985,even,1,dreng
1985,eyvind,1,dreng
1985,faisal,2,dreng
1985,falke,1,dreng
1985,faraz,1,dreng
1985,farhan,1,dreng
1985,fatih,3,dreng
1985,felix,3,dreng
1985,fikret,1,dreng
1985,filip,13,dreng
1985,filipe,1,dreng
1985,fillip,2,dreng
1985,fin,1,dreng
1985,finn,5,dreng
1985,flemming,46,dreng
1985,folke,1,dreng
1985,fouad,1,dreng
1985,franck,1,dreng
1985,frands,2,dreng
1985,franjo,1,dreng
1985,frank,61,dreng
1985,frans,5,dreng
1985,frants,1,dreng
1985,franz,2,dreng
1985,freddie,2,dreng
1985,freddy,2,dreng
1985,frede,1,dreng
1985,frederich,1,dreng
1985,frederik,124,dreng
1985,fredrik,10,dreng
1985,freed,1,dreng
1985,frej,4,dreng
1985,frits,1,dreng
1985,frode,2,dreng
1985,frodi,2,dreng
1985,frorai,1,dreng
1985,fuat,1,dreng
1985,gabriel,1,dreng
1985,gareth,1,dreng
1985,gaute,1,dreng
1985,gazmend,1,dreng
1985,geet,1,dreng
1985,gennaro,1,dreng
1985,georg,4,dreng
1985,george,2,dreng
1985,georgos,1,dreng
1985,gerdt,1,dreng
1985,gerrit,1,dreng
1985,gert,9,dreng
1985,gerth,2,dreng
1985,gideon,1,dreng
1985,gijsberthus,1,dreng
1985,gino,1,dreng
1985,gisli,1,dreng
1985,glen,13,dreng
1985,glenn,35,dreng
1985,godfrey,1,dreng
1985,gorm,7,dreng
1985,gregers,6,dreng
1985,gudmund,1,dreng
1985,guillermo,1,dreng
1985,gunne,1,dreng
1985,gustav,8,dreng
1985,guven,1,dreng
1985,guy,1,dreng
1985,gøkhan,2,dreng
1985,habib,1,dreng
1985,hadar,1,dreng
1985,hakan,1,dreng
1985,hakon,2,dreng
1985,halfdan,2,dreng
1985,hallur,1,dreng
1985,hamza,3,dreng
1985,han,1,dreng
1985,hani,1,dreng
1985,hanibal,1,dreng
1985,hannibal,1,dreng
1985,hans,96,dreng
1985,hans-christian,4,dreng
1985,hans-henrik,4,dreng
1985,hans-jakob,1,dreng
1985,hans-jørgen,1,dreng
1985,hans-peter,2,dreng
1985,harald,3,dreng
1985,hari,1,dreng
1985,haroon,1,dreng
1985,harpal,1,dreng
1985,harry,2,dreng
1985,harsh,1,dreng
1985,hasan,4,dreng
1985,hassan,4,dreng
1985,hasse,7,dreng
1985,hatim,1,dreng
1985,haydar,1,dreng
1985,hazim,1,dreng
1985,hector,1,dreng
1985,hefazi,1,dreng
1985,heine,13,dreng
1985,heini,1,dreng
1985,heino,11,dreng
1985,heinrich,2,dreng
1985,hektor,1,dreng
1985,helge,5,dreng
1985,helmer,1,dreng
1985,henning,22,dreng
1985,henrich,1,dreng
1985,henrik,446,dreng
1985,henry,2,dreng
1985,herluf,1,dreng
1985,hermann,1,dreng
1985,hicham,1,dreng
1985,hjalte,4,dreng
1985,hjarne,2,dreng
1985,hoang,2,dreng
1985,holger,1,dreng
1985,hong,2,dreng
1985,hormoz,1,dreng
1985,houssam,1,dreng
1985,hussam,1,dreng
1985,hussein,1,dreng
1985,høgni,2,dreng
1985,ian,14,dreng
1985,ib,8,dreng
1985,ibrahim,1,dreng
1985,ifraz,1,dreng
1985,ilhan,1,dreng
1985,immanuel,2,dreng
1985,imran,2,dreng
1985,ingmar,1,dreng
1985,ingolf,2,dreng
1985,ion,1,dreng
1985,ionas,1,dreng
1985,irfan,2,dreng
1985,isak,3,dreng
1985,ismail,2,dreng
1985,issam,1,dreng
1985,ivan,11,dreng
1985,jac,2,dreng
1985,jack,13,dreng
1985,jackie,10,dreng
1985,jacky,1,dreng
1985,jacob,369,dreng
1985,jacques,3,dreng
1985,jagathai,1,dreng
1985,jahn,1,dreng
1985,jaime,1,dreng
1985,jais,2,dreng
1985,jakob,295,dreng
1985,jakup,2,dreng
1985,james,2,dreng
1985,jamie,5,dreng
1985,jan,146,dreng
1985,janeck,1,dreng
1985,janich,2,dreng
1985,janick,1,dreng
1985,jann,1,dreng
1985,jannek,1,dreng
1985,jannic,1,dreng
1985,jannich,6,dreng
1985,jannick,34,dreng
1985,jannik,44,dreng
1985,jano,1,dreng
1985,janos,1,dreng
1985,jan-simon,1,dreng
1985,janus,40,dreng
1985,jarad,1,dreng
1985,jari,4,dreng
1985,jarl,9,dreng
1985,jason,4,dreng
1985,jaspar,2,dreng
1985,jasper,6,dreng
1985,jean,6,dreng
1985,jean-christophe,1,dreng
1985,jean-julien,1,dreng
1985,jean-pascal,1,dreng
1985,jean-phillip,1,dreng
1985,jeff,23,dreng
1985,jeffrey,2,dreng
1985,jehanzeb,1,dreng
1985,jens,248,dreng
1985,jens-christian,1,dreng
1985,jens-jørgen,1,dreng
1985,jens-martin,1,dreng
1985,jens-ole,2,dreng
1985,jens-peter,3,dreng
1985,jeppe,185,dreng
1985,jeremias,1,dreng
1985,jerome,1,dreng
1985,jerri,1,dreng
1985,jerry,1,dreng
1985,jes,20,dreng
1985,jesper,808,dreng
1985,jess,17,dreng
1985,jesse,1,dreng
1985,jeyananth,1,dreng
1985,jeyaseelan,1,dreng
1985,jim,24,dreng
1985,jimi,4,dreng
1985,jimm,1,dreng
1985,jimmi,52,dreng
1985,jimmie,9,dreng
1985,jimmy,53,dreng
1985,jin,1,dreng
1985,joachim,33,dreng
1985,joakim,16,dreng
1985,joe,1,dreng
1985,joel,3,dreng
1985,joemel,1,dreng
1985,joen,6,dreng
1985,joey,4,dreng
1985,johan,73,dreng
1985,johann,2,dreng
1985,johannes,46,dreng
1985,johan-ulrik,1,dreng
1985,john,57,dreng
1985,johnas,1,dreng
1985,johnni,19,dreng
1985,johnnie,2,dreng
1985,johnny,44,dreng
1985,jon,77,dreng
1985,jonah,1,dreng
1985,jonas,452,dreng
1985,jonatan,11,dreng
1985,jonathan,25,dreng
1985,jong,1,dreng
1985,jonni,1,dreng
1985,jonny,1,dreng
1985,joon,1,dreng
1985,jorg,1,dreng
1985,joris,1,dreng
1985,jose,2,dreng
1985,josef,4,dreng
1985,joseph,3,dreng
1985,joshua,2,dreng
1985,josias,1,dreng
1985,josva,1,dreng
1985,juan,3,dreng
1985,jubril,1,dreng
1985,julian,10,dreng
1985,julius,7,dreng
1985,junes,1,dreng
1985,juniad,1,dreng
1985,justin,1,dreng
1985,jønne,1,dreng
1985,jørgen,38,dreng
1985,jørgen-peter,1,dreng
1985,jørn,10,dreng
1985,kaare,5,dreng
1985,kabir,1,dreng
1985,kahin,1,dreng
1985,kaj,5,dreng
1985,kaj-anders,1,dreng
1985,kalle,9,dreng
1985,kamal,2,dreng
1985,kari,1,dreng
1985,karim,2,dreng
1985,karl,11,dreng
1985,karl-erik,1,dreng
1985,karlo,1,dreng
1985,karsten,60,dreng
1985,kashif,1,dreng
1985,kaspar,23,dreng
1985,kasper,673,dreng
1985,keen,1,dreng
1985,keith,2,dreng
1985,keld,10,dreng
1985,kelly,1,dreng
1985,ken,15,dreng
1985,kenan,1,dreng
1985,kenn,17,dreng
1985,kennet,23,dreng
1985,kenneth,456,dreng
1985,kenney,3,dreng
1985,kenni,19,dreng
1985,kennie,2,dreng
1985,kenny,28,dreng
1985,kent,46,dreng
1985,kern,1,dreng
1985,ketil,2,dreng
1985,kevin,32,dreng
1985,keynan,1,dreng
1985,khaled,1,dreng
1985,khoa,1,dreng
1985,khuram,1,dreng
1985,kian,9,dreng
1985,kihn,1,dreng
1985,kilian,1,dreng
1985,kim,445,dreng
1985,kimmi,1,dreng
1985,kimmy,1,dreng
1985,kineu,1,dreng
1985,king,1,dreng
1985,kio,1,dreng
1985,kion,1,dreng
1985,kit,1,dreng
1985,kivin,1,dreng
1985,kjartan,3,dreng
1985,kjeld,3,dreng
1985,kjell,1,dreng
1985,klaes,3,dreng
1985,klaus,91,dreng
1985,klaus-jørgen,1,dreng
1985,klavs,4,dreng
1985,klement,2,dreng
1985,knud,5,dreng
1985,konstantin,1,dreng
1985,kreen,1,dreng
1985,kresten,14,dreng
1985,krestian,1,dreng
1985,kris,13,dreng
1985,krishan,1,dreng
1985,krishna,1,dreng
1985,kristen,4,dreng
1985,kristian,355,dreng
1985,kristin,1,dreng
1985,kristjan,3,dreng
1985,kristof,1,dreng
1985,kristoffer,66,dreng
1985,kunuk,1,dreng
1985,kurt,6,dreng
1985,kusay,1,dreng
1985,kåre,10,dreng
1985,lamine,1,dreng
1985,lanni,2,dreng
1985,lap,1,dreng
1985,larry,1,dreng
1985,lars,439,dreng
1985,lars-erik,1,dreng
1985,lars-ole,1,dreng
1985,lasse,450,dreng
1985,lau,16,dreng
1985,lauge,9,dreng
1985,laurids,3,dreng
1985,laurits,8,dreng
1985,lauritz,2,dreng
1985,laus,3,dreng
1985,laust,5,dreng
1985,lean,3,dreng
1985,lee,1,dreng
1985,leif,5,dreng
1985,leiv,1,dreng
1985,lenarth,1,dreng
1985,lennard,2,dreng
1985,lennart,23,dreng
1985,lennarth,7,dreng
1985,lennert,5,dreng
1985,lenni,2,dreng
1985,lennon,1,dreng
1985,leo,4,dreng
1985,leon,22,dreng
1985,leslie,1,dreng
1985,lester,1,dreng
1985,levi,1,dreng
1985,lindy,1,dreng
1985,lingesram,1,dreng
1985,loai,1,dreng
1985,loc,1,dreng
1985,logan,1,dreng
1985,loke,2,dreng
1985,long,3,dreng
1985,lorentz,1,dreng
1985,lothar,1,dreng
1985,loui,2,dreng
1985,louie,1,dreng
1985,louis,11,dreng
1985,luan,1,dreng
1985,lui,3,dreng
1985,luis,2,dreng
1985,lukas,4,dreng
1985,luqman,1,dreng
1985,lynge,1,dreng
1985,mac,1,dreng
1985,mack,1,dreng
1985,mads,630,dreng
1985,mads-jonas,1,dreng
1985,mads-laurids,1,dreng
1985,magnus,50,dreng
1985,mahitharan,1,dreng
1985,mahmoud,2,dreng
1985,mahmude,1,dreng
1985,maik,1,dreng
1985,majid,1,dreng
1985,malik,4,dreng
1985,malte,16,dreng
1985,malthe,5,dreng
1985,mansoor,1,dreng
1985,mansour,1,dreng
1985,marc,65,dreng
1985,marcel,4,dreng
1985,marcell,1,dreng
1985,marck,6,dreng
1985,marco,27,dreng
1985,marcus,10,dreng
1985,margar,1,dreng
1985,marinus,1,dreng
1985,marius,4,dreng
1985,mark,159,dreng
1985,markus,7,dreng
1985,marner,1,dreng
1985,marouane,1,dreng
1985,marthin,2,dreng
1985,martijn,1,dreng
1985,martin,1190,dreng
1985,masna,1,dreng
1985,masoud,2,dreng
1985,mathias,130,dreng
1985,mathies,1,dreng
1985,mathis,2,dreng
1985,matias,17,dreng
1985,matis,1,dreng
1985,mats,1,dreng
1985,matt,1,dreng
1985,matthias,7,dreng
1985,matti,7,dreng
1985,mattias,13,dreng
1985,mattis,1,dreng
1985,max,21,dreng
1985,maxim,1,dreng
1985,mazen,1,dreng
1985,mehmet,2,dreng
1985,meik,1,dreng
1985,meinhard,1,dreng
1985,metin,1,dreng
1985,mian,1,dreng
1985,mica,1,dreng
1985,micael,1,dreng
1985,michael,850,dreng
1985,michael-bo,1,dreng
1985,michal,2,dreng
1985,michel,14,dreng
1985,michell,2,dreng
1985,mick,17,dreng
1985,mickei,1,dreng
1985,mickey,3,dreng
1985,micki,10,dreng
1985,micky,2,dreng
1985,miguel,1,dreng
1985,mik,5,dreng
1985,mika,1,dreng
1985,mikael,95,dreng
1985,mikal,2,dreng
1985,mike,84,dreng
1985,miki,9,dreng
1985,mikis,1,dreng
1985,mikkel,472,dreng
1985,mikki,5,dreng
1985,mikko,1,dreng
1985,milan,2,dreng
1985,milo,1,dreng
1985,minh,1,dreng
1985,mir,1,dreng
1985,mitchell,1,dreng
1985,mizio,1,dreng
1985,mogens,13,dreng
1985,mohamed,5,dreng
1985,mohammad,14,dreng
1985,mohammad-ali,1,dreng
1985,mohammed,1,dreng
1985,morten,964,dreng
1985,moses,1,dreng
1985,mouhammed,1,dreng
1985,mounir,2,dreng
1985,mouritz,1,dreng
1985,muhammad,1,dreng
1985,muhammed,1,dreng
1985,murad,2,dreng
1985,murat,2,dreng
1985,musa,1,dreng
1985,nabel,1,dreng
1985,nabil,1,dreng
1985,naburdas,1,dreng
1985,nadi,1,dreng
1985,nadim,1,dreng
1985,nael,2,dreng
1985,nam,1,dreng
1985,nasar,2,dreng
1985,nashir,1,dreng
1985,nassim,1,dreng
1985,nathan,1,dreng
1985,nathaniel,1,dreng
1985,navid,1,dreng
1985,nawjin,1,dreng
1985,necklas,1,dreng
1985,nels,1,dreng
1985,nic,1,dreng
1985,nichlas,10,dreng
1985,nicholai,8,dreng
1985,nicholaj,1,dreng
1985,nicholas,19,dreng
1985,nick,89,dreng
1985,nicki,44,dreng
1985,nick-kee,1,dreng
1985,nicklas,35,dreng
1985,nickolai,4,dreng
1985,nickolaj,2,dreng
1985,nickolas,1,dreng
1985,nicky,11,dreng
1985,niclas,17,dreng
1985,nicola,1,dreng
1985,nicolai,126,dreng
1985,nicolaj,38,dreng
1985,nicolas,17,dreng
1985,niels,179,dreng
1985,niels-christian,3,dreng
1985,niels-erik,1,dreng
1985,niels-jakob,2,dreng
1985,niels-jørgen,1,dreng
1985,niels-rune,1,dreng
1985,nigel,1,dreng
1985,niki,9,dreng
1985,nikki,5,dreng
1985,niklas,31,dreng
1985,nikolai,12,dreng
1985,nikolaj,112,dreng
1985,nikolas,2,dreng
1985,nikos,1,dreng
1985,nils,16,dreng
1985,nimalendiran,1,dreng
1985,nino,1,dreng
1985,nis,13,dreng
1985,njal,2,dreng
1985,noa,1,dreng
1985,noel,1,dreng
1985,nordin,1,dreng
1985,noung,1,dreng
1985,odin,1,dreng
1985,okan,2,dreng
1985,olav,3,dreng
1985,ole,59,dreng
1985,oliver,14,dreng
1985,oluf,2,dreng
1985,omar,3,dreng
1985,omer,1,dreng
1985,orla,1,dreng
1985,osama,2,dreng
1985,oscar,6,dreng
1985,oskar,2,dreng
1985,othman,1,dreng
1985,otto,2,dreng
1985,ove,1,dreng
1985,owen,1,dreng
1985,pablo,1,dreng
1985,palle,21,dreng
1985,panos,1,dreng
1985,papik,1,dreng
1985,parly,1,dreng
1985,pascal,2,dreng
1985,patricio,1,dreng
1985,patrick,85,dreng
1985,patrik,2,dreng
1985,patryk,1,dreng
1985,pau,1,dreng
1985,paul,9,dreng
1985,pavia,1,dreng
1985,paw,38,dreng
1985,peder,30,dreng
1985,peer,3,dreng
1985,pelle,7,dreng
1985,pepe,1,dreng
1985,per,100,dreng
1985,peter,528,dreng
1985,peter-christian,1,dreng
1985,peter-clement,1,dreng
1985,peter-michael,1,dreng
1985,philip,56,dreng
1985,philippe,1,dreng
1985,phillip,18,dreng
1985,pierre,6,dreng
1985,piet,2,dreng
1985,pieter,1,dreng
1985,poul,29,dreng
1985,poul-erik,1,dreng
1985,povl,2,dreng
1985,preben,24,dreng
1985,pætur,1,dreng
1985,qajutaq,1,dreng
1985,quoc,1,dreng
1985,rafael,2,dreng
1985,rafik,1,dreng
1985,ragnar,1,dreng
1985,ragudas,1,dreng
1985,rahil,1,dreng
1985,raini,1,dreng
1985,ralf,4,dreng
1985,ralph,2,dreng
1985,ramazan,1,dreng
1985,rami,1,dreng
1985,ramzi,1,dreng
1985,rani,1,dreng
1985,raphae'l,1,dreng
1985,ras,1,dreng
1985,rashad,1,dreng
1985,rasmus,758,dreng
1985,ray,1,dreng
1985,raymond,4,dreng
1985,regin,1,dreng
1985,rehan,1,dreng
1985,reiner,1,dreng
1985,remi,7,dreng
1985,remy,1,dreng
1985,rene,191,dreng
1985,rené,58,dreng
1985,reno,1,dreng
1985,rex,1,dreng
1985,rezvan,1,dreng
1985,rhoderick,1,dreng
1985,ricco,3,dreng
1985,richard,14,dreng
1985,richo,1,dreng
1985,rickey,1,dreng
1985,ricki,9,dreng
1985,rickie,1,dreng
1985,ricko,1,dreng
1985,ricky,4,dreng
1985,rico,7,dreng
1985,river,1,dreng
1985,rizwan,1,dreng
1985,roald,2,dreng
1985,roar,2,dreng
1985,robbin,1,dreng
1985,robert,36,dreng
1985,robin,7,dreng
1985,rocky,1,dreng
1985,rodolfo,1,dreng
1985,roger,1,dreng
1985,roin,1,dreng
1985,roland,4,dreng
1985,rolf,11,dreng
1985,rolland,1,dreng
1985,ronald,2,dreng
1985,rone,2,dreng
1985,ronni,92,dreng
1985,ronnie,36,dreng
1985,ronny,10,dreng
1985,roosbeh,1,dreng
1985,roy,1,dreng
1985,ruben,15,dreng
1985,ruddi,2,dreng
1985,rudi,2,dreng
1985,rune,245,dreng
1985,runi,1,dreng
1985,ryan,3,dreng
1985,sadri,1,dreng
1985,sahazad,1,dreng
1985,said,2,dreng
1985,sakse,1,dreng
1985,salim,2,dreng
1985,sam,2,dreng
1985,sami,1,dreng
1985,samir,1,dreng
1985,sammy,2,dreng
1985,samuel,7,dreng
1985,san,1,dreng
1985,sander,2,dreng
1985,sandor,1,dreng
1985,sandy,1,dreng
1985,saqib,1,dreng
1985,scott,2,dreng
1985,sean,10,dreng
1985,sean-poul,1,dreng
1985,sebastian,65,dreng
1985,selahattin,1,dreng
1985,selcuk,1,dreng
1985,semih,1,dreng
1985,serousht,1,dreng
1985,seth,1,dreng
1985,seyed,1,dreng
1985,sezer,1,dreng
1985,shah,1,dreng
1985,shahab,1,dreng
1985,shahbaz,1,dreng
1985,sheikh,1,dreng
1985,sherif,1,dreng
1985,sibtain,1,dreng
1985,sidney,1,dreng
1985,siggeir,1,dreng
1985,siggi,1,dreng
1985,sigurd,10,dreng
1985,sigvard,1,dreng
1985,silas,16,dreng
1985,simeon,1,dreng
1985,simon,401,dreng
1985,skjold,1,dreng
1985,smail,1,dreng
1985,sofus,4,dreng
1985,sohal,1,dreng
1985,sole,1,dreng
1985,sonneck,1,dreng
1985,sonni,4,dreng
1985,sonny,15,dreng
1985,sophus,1,dreng
1985,stanislaw,1,dreng
1985,stanley,1,dreng
1985,steen,31,dreng
1985,stefan,172,dreng
1985,stefano,1,dreng
1985,steffan,37,dreng
1985,steffen,243,dreng
1985,sten,1,dreng
1985,stephan,21,dreng
1985,stephen,8,dreng
1985,steven,41,dreng
1985,stevie,1,dreng
1985,stian,1,dreng
1985,stig,33,dreng
1985,stinus,1,dreng
1985,stiven,1,dreng
1985,sture,1,dreng
1985,sulaman,1,dreng
1985,sultan,1,dreng
1985,sune,92,dreng
1985,sunjit,1,dreng
1985,svante,1,dreng
1985,sven,7,dreng
1985,svend,13,dreng
1985,svenning,1,dreng
1985,sverre,2,dreng
1985,sverri,2,dreng
1985,syed,1,dreng
1985,sylvest,1,dreng
1985,sylvester,4,dreng
1985,sæbjørn,1,dreng
1985,søren,570,dreng
1985,søren-gorm,1,dreng
1985,tage,1,dreng
1985,tahir,1,dreng
1985,tai,1,dreng
1985,taimaz,1,dreng
1985,tais,5,dreng
1985,taj,1,dreng
1985,takayuki,1,dreng
1985,talha,1,dreng
1985,tammes,1,dreng
1985,tanny,1,dreng
1985,taras,1,dreng
1985,tarik,1,dreng
1985,tariq,1,dreng
1985,tau,3,dreng
1985,taus,2,dreng
1985,tayyib,1,dreng
1985,teboho,1,dreng
1985,ted,1,dreng
1985,teddi,1,dreng
1985,teddy,10,dreng
1985,teis,7,dreng
1985,teit,4,dreng
1985,tej,1,dreng
1985,tejs,3,dreng
1985,tem,1,dreng
1985,teo,1,dreng
1985,terje,1,dreng
1985,terkel,4,dreng
1985,thai,1,dreng
1985,thai-dan,1,dreng
1985,thais,2,dreng
1985,thang,1,dreng
1985,thanh,2,dreng
1985,the,1,dreng
1985,theis,59,dreng
1985,theodor,1,dreng
1985,thim,3,dreng
1985,thinus,1,dreng
1985,thoke,3,dreng
1985,thom,1,dreng
1985,thomas,949,dreng
1985,thommas,1,dreng
1985,thommy,4,dreng
1985,thony,1,dreng
1985,thor,38,dreng
1985,thorben,1,dreng
1985,thorbjørn,24,dreng
1985,thore,5,dreng
1985,thorkild,2,dreng
1985,thormod,1,dreng
1985,thorstein,1,dreng
1985,thorsten,4,dreng
1985,thorvald,1,dreng
1985,thue,9,dreng
1985,thure,2,dreng
1985,thyge,2,dreng
1985,thøger,2,dreng
1985,tim,55,dreng
1985,timm,3,dreng
1985,timmi,5,dreng
1985,timmie,1,dreng
1985,timmy,3,dreng
1985,timo,2,dreng
1985,timon,1,dreng
1985,tino,7,dreng
1985,tinus,1,dreng
1985,titoo,1,dreng
1985,tjano,1,dreng
1985,tjelle,1,dreng
1985,tobias,103,dreng
1985,togi,1,dreng
1985,toke,21,dreng
1985,tolgay,1,dreng
1985,tolla,1,dreng
1985,tom,20,dreng
1985,tomas,12,dreng
1985,tommas,3,dreng
1985,tommi,8,dreng
1985,tommie,1,dreng
1985,tommy,115,dreng
1985,toni,4,dreng
1985,tonni,14,dreng
1985,tonny,13,dreng
1985,tony,10,dreng
1985,tor,10,dreng
1985,torben,69,dreng
